@#,Name,Type1,Type2,Total,Z_HP,Z_Attack,Z_Defense,Z_Sp.Atk,Z_Sp.Def,Z_Speed,Generation,Legendary
44,Ninetales,2,NULL,505,.146516486869785,-.0924674544467701,.0371189885432387,.24998247243309,1.00965126362955,1.09160298998383,1,0
45,Jigglypuff,5,Fairy,270,1.79133905914669,-1.04756652578367,-1.72663424677271,-.85018488790815,-1.68538725482285,-1.66127711715484,1,0
46,Wigglytuff,5,Fairy,435,2.77040011407343,-.277325339221654,-.924928230720004,.372223290248784,-.787041082005382,-.801002083674006,1,0
47,Zubat,6,Flying,245,-1.1458441056335,-1.04756652578367,-1.24561063714108,-1.308587954717,-1.14637955113237,-.456892070281672,1,0
48,Golbat,6,Flying,455,.224841371263924,.0307711354031526,-.123222214667302,-.238980798829683,.111305090812084,.747492976591498,1,0
49,Oddish,1,Poison,320,-.950031894648155,-.893518288471268,-.604245824298923,.0666212457095505,-.248033378314903,-1.31716710376251,1,0
50,Gloom,1,Poison,395,-.362595261692115,-.431373576534058,-.123222214667302,.372223290248784,.111305090812084,-.973057090370173,1,0
51,Vileplume,1,Poison,490,.224841371263924,.0307711354031526,.357801394964319,1.13622840159687,.650312794502564,-.628947076977839,1,0
52,Paras,4,Grass,285,-1.34165631661885,-.277325339221654,-.604245824298923,-.85018488790815,-.607371847441889,-1.48922211045867,1,0
53,Parasect,4,Grass,405,-.362595261692115,.492915847340363,.197460191753779,-.391781821099299,.290974325375577,-1.31716710376251,1,0
54,Venonat,4,Poison,305,-.362595261692115,-.739470051158864,-.764587027509463,-1.00298591017777,-.607371847441889,-.801002083674006,1,0
55,Venomoth,4,Poison,450,.0290291602785774,-.431373576534058,-.443904621088382,.5250243125184,.111305090812084,.747492976591498,1,0
56,Diglett,8,NULL,265,-2.32071737154558,-.739470051158864,-1.56629304356217,-1.15578693244738,-.966710316568876,.919547983287665,1,0
57,Dugtrio,8,NULL,405,-1.34165631661885,.0307711354031526,-.764587027509463,-.697383865638533,-.0683641437514093,1.7798230167685,1,0
58,Meowth,5,NULL,290,-1.1458441056335,-1.04756652578367,-1.24561063714108,-1.00298591017777,-1.14637955113237,.747492976591498,1,0
59,Persian,5,NULL,440,-.166783050706769,-.277325339221654,-.443904621088382,-.238980798829683,-.248033378314903,1.60776801007233,1,0
60,Psyduck,3,NULL,320,-.754219683662808,-.831898993546306,-.828723508793679,-.238980798829683,-.787041082005382,-.456892070281672,1,0
61,Golduck,3,NULL,500,.42065358224927,.092390430328114,.133323710469563,.677825334788017,.290974325375577,.575437969895331,1,0
62,Mankey,10,NULL,305,-1.1458441056335,.0307711354031526,-1.24561063714108,-1.15578693244738,-.966710316568876,.0592729498068294,1,0
63,Primeape,10,NULL,455,-.166783050706769,.80101232196517,-.443904621088382,-.391781821099299,-.0683641437514093,.919547983287665,1,0
64,Growlithe,2,NULL,350,-.558407472677462,-.277325339221654,-.924928230720004,-.0861797765600662,-.787041082005382,-.284837063585505,1,0
65,Arcanine,2,NULL,555,.812278004219963,.955060559277573,.197460191753779,.830626357057634,.290974325375577,.919547983287665,1,0
66,Poliwag,3,NULL,300,-1.1458441056335,-.893518288471268,-1.08526943393054,-1.00298591017777,-1.14637955113237,.747492976591498,1,0
67,Poliwhirl,3,NULL,385,-.166783050706769,-.431373576534058,-.283563417877842,-.697383865638533,-.787041082005382,.747492976591498,1,0
68,Poliwrath,3,Fighting,510,.812278004219963,.492915847340363,.6784838013854,-.0861797765600662,.650312794502564,.0592729498068294,1,0
69,Abra,11,NULL,310,-1.73328073858954,-1.81780771234569,-1.88697544998325,.98342737932725,-.607371847441889,.747492976591498,1,0
70,Kadabra,11,NULL,400,-1.1458441056335,-1.35566300040848,-1.40595184035162,1.4418304461361,-.0683641437514093,1.26365799668,1,0
71,Alakazam,11,NULL,500,-.558407472677462,-.893518288471268,-.924928230720004,1.90023351294495,.829982029066057,1.7798230167685,1,0
72,AlakazamMega Alakazam,11,NULL,590,-.558407472677462,-.893518288471268,-.283563417877842,3.12264169110188,.829982029066057,2.8121530569455,1,0
73,Machop,10,NULL,305,.0290291602785774,.0307711354031526,-.764587027509463,-1.15578693244738,-1.32604878569586,-1.14511209706634,1,0
74,Machoke,10,NULL,405,.42065358224927,.646964084652766,-.123222214667302,-.697383865638533,-.427702612878396,-.801002083674006,1,0
75,Machamp,10,NULL,505,.812278004219963,1.57125350852719,.197460191753779,-.238980798829683,.47064355993907,-.456892070281672,1,0
76,Bellsprout,1,Poison,300,-.754219683662808,-.123277101909251,-1.24561063714108,-.0861797765600662,-1.50571802025936,-.973057090370173,1,0
77,Weepinbell,1,Poison,390,-.166783050706769,.338867610027959,-.764587027509463,.372223290248784,-.966710316568876,-.456892070281672,1,0
78,Victreebel,1,Poison,490,.42065358224927,.80101232196517,-.283563417877842,.830626357057634,-.0683641437514093,.0592729498068294,1,0
79,Tentacool,3,Poison,335,-1.1458441056335,-1.20161476309607,-1.24561063714108,-.697383865638533,1.00965126362955,.0592729498068294,1,0
80,Tentacruel,3,Poison,515,.42065358224927,-.277325339221654,-.283563417877842,.219422267979167,1.72832820188352,1.09160298998383,1,0
81,Geodude,12,Ground,300,-1.1458441056335,.0307711354031526,.838825004595941,-1.308587954717,-1.50571802025936,-1.66127711715484,1,0
82,Graveler,12,Ground,390,-.558407472677462,.492915847340363,1.31984861422756,-.85018488790815,-.966710316568876,-1.14511209706634,1,0
83,Golem,12,Ground,495,.42065358224927,1.26315703390238,1.80087222385918,-.544582843368916,-.248033378314903,-.801002083674006,1,0
84,Ponyta,2,NULL,410,-.754219683662808,.184819372715556,-.604245824298923,-.238980798829683,-.248033378314903,.747492976591498,1,0
85,Rapidash,2,NULL,500,-.166783050706769,.646964084652766,-.123222214667302,.219422267979167,.290974325375577,1.26365799668,1,0
86,Slowpoke,3,Psychic,315,.812278004219963,-.431373576534058,-.283563417877842,-1.00298591017777,-1.14637955113237,-1.83333212385101,1,0
87,Slowbro,3,Psychic,490,1.00809021520531,-.123277101909251,1.15950741101702,.830626357057634,.290974325375577,-1.31716710376251,1,0
88,SlowbroMega Slowbro,3,Psychic,590,1.00809021520531,-.123277101909251,3.40428425596459,1.74743249067533,.290974325375577,-1.31716710376251,1,0
89,Magnemite,7,Steel,325,-1.73328073858954,-1.35566300040848,-.123222214667302,.677825334788017,-.607371847441889,-.801002083674006,1,0
90,Magneton,7,Steel,465,-.754219683662808,-.585421813846461,.6784838013854,1.4418304461361,-.0683641437514093,.0592729498068294,1,0
91,Farfetch'd,5,Flying,352,-.67589479926867,-.431373576534058,-.604245824298923,-.452902230007146,-.355834919052999,-.284837063585505,1,0
92,Doduo,5,Flying,310,-1.34165631661885,.184819372715556,-.924928230720004,-1.15578693244738,-1.32604878569586,.231327956502997,1,0
93,Dodrio,5,Flying,460,-.362595261692115,.955060559277573,-.123222214667302,-.391781821099299,-.427702612878396,1.09160298998383,1,0
94,Seel,3,NULL,325,-.166783050706769,-1.04756652578367,-.604245824298923,-.85018488790815,-.0683641437514093,-.801002083674006,1,0
95,Dewgong,3,Ice,475,.812278004219963,-.277325339221654,.197460191753779,-.0861797765600662,.829982029066057,.0592729498068294,1,0
96,Grimer,6,NULL,325,.42065358224927,.0307711354031526,-.764587027509463,-1.00298591017777,-.787041082005382,-1.48922211045867,1,0
97,Muk,6,NULL,500,1.399714637176,.80101232196517,.0371189885432387,-.238980798829683,1.00965126362955,-.628947076977839,1,0
98,Shellder,3,NULL,305,-1.53746852760419,-.431373576534058,.838825004595941,-.85018488790815,-1.68538725482285,-.973057090370173,1,0
99,Cloyster,3,Ice,525,-.754219683662808,.492915847340363,3.40428425596459,.372223290248784,-.966710316568876,.0592729498068294,1,0
100,Gastly,13,Poison,310,-1.53746852760419,-1.35566300040848,-1.40595184035162,.830626357057634,-1.32604878569586,.403382963199164,1,0
101,Haunter,13,Poison,405,-.950031894648155,-.893518288471268,-.924928230720004,1.28902942386648,-.607371847441889,.919547983287665,1,0
102,Gengar,13,Poison,500,-.362595261692115,-.431373576534058,-.443904621088382,1.74743249067533,.111305090812084,1.43571300337617,1,0
103,GengarMega Gengar,13,Poison,600,-.362595261692115,-.431373576534058,.197460191753779,2.96984066883227,.829982029066057,2.12393303016083,1,0
104,Onix,12,Ground,385,-1.34165631661885,-1.04756652578367,2.76291944312243,-1.308587954717,-.966710316568876,.0592729498068294,1,0
105,Drowzee,11,NULL,328,-.362595261692115,-.955137583396229,-.924928230720004,-.911305296815996,.650312794502564,-.904235087691706,1,0
106,Hypno,11,NULL,483,.616465793234617,-.184896396834212,-.123222214667302,.0055008368017038,1.54865896732003,-.0439600542108708,1,0
107,Krabby,3,NULL,325,-1.53746852760419,.80101232196517,.51814259817486,-1.46138897698662,-1.68538725482285,-.628947076977839,1,0
108,Kingler,3,NULL,475,-.558407472677462,1.57125350852719,1.31984861422756,-.697383865638533,-.787041082005382,.231327956502997,1,0
109,Voltorb,7,NULL,330,-1.1458441056335,-1.50971123772088,-.764587027509463,-.544582843368916,-.607371847441889,1.09160298998383,1,0
110,Electrode,7,NULL,480,-.362595261692115,-.893518288471268,-.123222214667302,.219422267979167,.290974325375577,2.46804304355317,1,0
111,Exeggcute,1,Psychic,325,-.362595261692115,-1.20161476309607,.197460191753779,-.391781821099299,-.966710316568876,-.973057090370173,1,0
112,Exeggutor,1,Psychic,520,1.00809021520531,.492915847340363,.357801394964319,1.59463146840572,-.248033378314903,-.456892070281672,1,0
113,Cubone,8,NULL,320,-.754219683662808,-.893518288471268,.6784838013854,-1.00298591017777,-.787041082005382,-1.14511209706634,1,0
114,Marowak,8,NULL,425,-.362595261692115,.0307711354031526,1.15950741101702,-.697383865638533,.290974325375577,-.801002083674006,1,0
115,Hitmonlee,10,NULL,455,-.754219683662808,1.26315703390238,-.668382305583139,-1.15578693244738,1.36898973275654,.644259972573798,1,0
116,Hitmonchan,10,NULL,455,-.754219683662808,.80101232196517,.165391951111671,-1.15578693244738,1.36898973275654,.26573895784223,1,0
117,Lickitung,5,NULL,385,.812278004219963,-.739470051158864,.0371189885432387,-.391781821099299,.111305090812084,-1.31716710376251,1,0
118,Koffing,6,NULL,340,-1.1458441056335,-.431373576534058,.6784838013854,-.391781821099299,-.966710316568876,-1.14511209706634,1,0
119,Weezing,6,NULL,490,-.166783050706769,.338867610027959,1.4801898174381,.372223290248784,-.0683641437514093,-.284837063585505,1,0
120,Rhyhorn,8,Rock,345,.42065358224927,.184819372715556,.6784838013854,-1.308587954717,-1.50571802025936,-1.48922211045867,1,0
121,Rhydon,8,Rock,485,1.399714637176,1.57125350852719,1.4801898174381,-.85018488790815,-.966710316568876,-.973057090370173,1,0
122,Chansey,5,NULL,450,7.07826875575105,-2.2799524242829,-2.20765785640433,-1.15578693244738,1.18932049819304,-.628947076977839,1,0
123,Tangela,1,NULL,435,-.166783050706769,-.739470051158864,1.31984861422756,.830626357057634,-1.14637955113237,-.284837063585505,1,0
124,Kangaskhan,5,NULL,490,1.399714637176,.492915847340363,.197460191753779,-1.00298591017777,.290974325375577,.747492976591498,1,0
125,KangaskhanMega Kangaskhan,5,NULL,590,1.399714637176,1.41720527121478,.838825004595941,-.391781821099299,1.00965126362955,1.09160298998383,1,0
126,Horsea,3,NULL,295,-1.53746852760419,-1.20161476309607,-.123222214667302,-.0861797765600662,-1.68538725482285,-.284837063585505,1,0
127,Seadra,3,NULL,440,-.558407472677462,-.431373576534058,.6784838013854,.677825334788017,-.966710316568876,.575437969895331,1,0
128,Goldeen,3,NULL,320,-.950031894648155,-.369754281609096,-.443904621088382,-1.15578693244738,-.787041082005382,-.181604059567804,1,0
129,Seaking,3,NULL,450,.42065358224927,.400486904952921,-.283563417877842,-.238980798829683,.290974325375577,-.00954905287163739,1,0
130,Staryu,3,NULL,340,-1.53746852760419,-1.04756652578367,-.604245824298923,-.0861797765600662,-.607371847441889,.575437969895331,1,0
131,Starmie,3,Psychic,520,-.362595261692115,-.123277101909251,.357801394964319,.830626357057634,.47064355993907,1.60776801007233,1,0
132,Mr. Mime,11,Fairy,460,-1.1458441056335,-1.04756652578367,-.283563417877842,.830626357057634,1.72832820188352,.747492976591498,1,0
133,Scyther,4,Flying,500,.0290291602785774,.955060559277573,.197460191753779,-.544582843368916,.290974325375577,1.26365799668,1,0
134,Jynx,14,Psychic,455,-.166783050706769,-.893518288471268,-1.24561063714108,1.28902942386648,.829982029066057,.919547983287665,1,0
135,Electabuzz,7,NULL,490,-.166783050706769,.123200077790595,-.540109343014707,.677825334788017,.47064355993907,1.26365799668,1,0
136,Magmar,2,NULL,495,-.166783050706769,.492915847340363,-.540109343014707,.830626357057634,.47064355993907,.850725980609198,1,0
137,Pinsir,4,NULL,500,-.166783050706769,1.41720527121478,.838825004595941,-.544582843368916,-.0683641437514093,.575437969895331,1,0
138,PinsirMega Pinsir,4,Flying,600,-.166783050706769,2.3414946950892,1.4801898174381,-.238980798829683,.650312794502564,1.26365799668,1,0
139,Tauros,5,NULL,490,.224841371263924,.646964084652766,.6784838013854,-1.00298591017777,-.0683641437514093,1.43571300337617,1,0
140,Magikarp,3,NULL,200,-1.92909294957489,-2.12590418697049,-.604245824298923,-1.76699102152585,-1.86505648938634,.403382963199164,1,0
141,Gyarados,3,Flying,540,1.00809021520531,1.41720527121478,.165391951111671,-.391781821099299,1.00965126362955,.437793964538397,1,0
142,GyaradosMega Gyarados,3,Dark,640,1.00809021520531,2.3414946950892,1.12743917037491,-.0861797765600662,2.08766667101051,.437793964538397,1,0
143,Lapras,3,Ice,535,2.37877569210273,.184819372715556,.197460191753779,.372223290248784,.829982029066057,-.284837063585505,1,0
144,Ditto,5,NULL,288,-.832544568056947,-.955137583396229,-.828723508793679,-.758504274546379,-.85890877583078,-.697769079656306,1,0
145,Eevee,5,NULL,325,-.558407472677462,-.739470051158864,-.764587027509463,-.85018488790815,-.248033378314903,-.456892070281672,1,0
146,Vaporeon,3,NULL,525,2.37877569210273,-.431373576534058,-.443904621088382,1.13622840159687,.829982029066057,-.112782056889338,1,0
147,Jolteon,7,NULL,525,-.166783050706769,-.431373576534058,-.443904621088382,1.13622840159687,.829982029066057,2.12393303016083,1,0
148,Flareon,2,NULL,525,-.166783050706769,1.57125350852719,-.443904621088382,.677825334788017,1.36898973275654,-.112782056889338,1,0
149,Porygon,5,NULL,395,-.166783050706769,-.585421813846461,-.123222214667302,.372223290248784,.111305090812084,-.973057090370173,1,0
150,Omanyte,12,Water,355,-1.34165631661885,-1.20161476309607,.838825004595941,.5250243125184,-.607371847441889,-1.14511209706634,1,0
151,Omastar,12,Water,495,.0290291602785774,-.585421813846461,1.64053102064864,1.28902942386648,-.0683641437514093,-.456892070281672,1,0
152,Kabuto,12,Water,355,-1.53746852760419,.0307711354031526,.51814259817486,-.544582843368916,-.966710316568876,-.456892070281672,1,0
153,Kabutops,12,Water,495,-.362595261692115,1.10910879658998,.999166207806481,-.238980798829683,-.0683641437514093,.403382963199164,1,0
154,Aerodactyl,12,Flying,515,.42065358224927,.80101232196517,-.283563417877842,-.391781821099299,.111305090812084,2.12393303016083,1,0
155,AerodactylMega Aerodactyl,12,Flying,615,.42065358224927,1.72530174583959,.357801394964319,-.0861797765600662,.829982029066057,2.8121530569455,1,0
156,Snorlax,5,NULL,540,3.55364895801481,.955060559277573,-.283563417877842,-.238980798829683,1.36898973275654,-1.31716710376251,1,0
157,Articuno,14,Flying,580,.812278004219963,.184819372715556,.838825004595941,.677825334788017,1.90799743644702,.575437969895331,1,1
158,Zapdos,7,Flying,580,.812278004219963,.338867610027959,.357801394964319,1.59463146840572,.650312794502564,1.09160298998383,1,1
159,Moltres,2,Flying,580,.812278004219963,.646964084652766,.51814259817486,1.59463146840572,.47064355993907,.747492976591498,1,1
160,Dratini,15,NULL,300,-1.10668166343643,-.462183223996538,-.924928230720004,-.697383865638533,-.787041082005382,-.628947076977839,1,0
161,Dragonair,15,NULL,420,-.323432819495046,.154009725253075,-.283563417877842,-.0861797765600662,-.0683641437514093,.0592729498068294,1,0
162,Dragonite,15,Flying,600,.851440446417032,1.69449209837711,.6784838013854,.830626357057634,1.00965126362955,.403382963199164,1,0
163,Mewtwo,11,NULL,680,1.43887707937307,.955060559277573,.51814259817486,2.48087739756949,.650312794502564,2.12393303016083,1,1
164,MewtwoMega Mewtwo X,11,Fighting,780,1.43887707937307,3.41983235627603,.838825004595941,2.48087739756949,1.00965126362955,2.12393303016083,1,1
165,MewtwoMega Mewtwo Y,11,NULL,780,1.43887707937307,2.1874464577768,-.123222214667302,3.70328557572643,1.72832820188352,2.46804304355317,1,1
166,Mew,11,NULL,600,1.20390242619066,.646964084652766,.838825004595941,.830626357057634,1.00965126362955,1.09160298998383,1,0
167,Chikorita,1,NULL,318,-.950031894648155,-.924327935933748,-.283563417877842,-.727944070092456,-.248033378314903,-.801002083674006,2,0
168,Bayleef,1,NULL,405,-.362595261692115,-.5238025189215,.197460191753779,-.30010120773753,.290974325375577,-.284837063585505,2,0
169,Meganium,1,NULL,525,.42065358224927,.092390430328114,.838825004595941,.311102881340937,1.00965126362955,.403382963199164,2,0
170,Cyndaquil,2,NULL,309,-1.18500654783057,-.831898993546306,-.98906471200422,-.391781821099299,-.787041082005382,-.112782056889338,2,0
171,Quilava,2,NULL,405,-.440920146086254,-.462183223996538,-.508041102372599,.219422267979167,-.248033378314903,.403382963199164,2,0
172,Typhlosion,2,NULL,534,.342328697855132,.154009725253075,.133323710469563,1.10566819714294,.47064355993907,1.09160298998383,2,0
173,Totodile,3,NULL,314,-.754219683662808,-.431373576534058,-.31563165851995,-.880745092362073,-.85890877583078,-.869824086352473,2,0
174,Croconaw,3,NULL,405,-.166783050706769,.0307711354031526,.197460191753779,-.422342025553223,-.3199010721403,-.353659066263972,2,0
175,Feraligatr,3,NULL,530,.616465793234617,.80101232196517,.838825004595941,.188862063525244,.398775866113673,.334560960520697,2,0
176,Sentret,5,NULL,215,-1.34165631661885,-1.01675687832119,-1.27767887778319,-1.15578693244738,-.966710316568876,-1.66127711715484,2,0
177,Furret,5,NULL,415,.616465793234617,-.0924674544467701,-.31563165851995,-.85018488790815,-.607371847441889,.747492976591498,2,0
178,Hoothoot,5,Flying,262,-.362595261692115,-1.50971123772088,-1.40595184035162,-1.12522672799346,-.57143800052919,-.628947076977839,2,0
179,Noctowl,5,Flying,442,1.20390242619066,-.893518288471268,-.764587027509463,.0971814501634738,.865915875978756,.0592729498068294,2,0
180,Ledyba,4,Flying,265,-1.1458441056335,-1.81780771234569,-1.40595184035162,-1.00298591017777,.290974325375577,-.456892070281672,2,0
181,Ledian,4,Flying,390,-.558407472677462,-1.35566300040848,-.764587027509463,-.544582843368916,1.36898973275654,.575437969895331,2,0
182,Spinarak,4,Poison,250,-1.1458441056335,-.585421813846461,-1.08526943393054,-1.00298591017777,-1.14637955113237,-1.31716710376251,2,0
183,Ariados,4,Poison,390,.0290291602785774,.338867610027959,-.123222214667302,-.391781821099299,-.427702612878396,-.973057090370173,2,0
184,Crobat,6,Flying,535,.616465793234617,.338867610027959,.197460191753779,-.0861797765600662,.290974325375577,2.12393303016083,2,0
185,Chinchou,3,Electric,330,.224841371263924,-1.26323405802104,-1.14940591521476,-.514022638914993,-.57143800052919,-.0439600542108708,2,0
186,Lanturn,3,Electric,460,2.18296348111739,-.647041108771422,-.508041102372599,.0971814501634738,.147238937724783,-.0439600542108708,2,0
187,Pichu,7,NULL,205,-1.92909294957489,-1.20161476309607,-1.88697544998325,-1.15578693244738,-1.32604878569586,-.284837063585505,2,0
188,Cleffa,9,NULL,218,-.754219683662808,-1.66375947503328,-1.47008832163584,-.85018488790815,-.607371847441889,-1.83333212385101,2,0
189,Igglybuff,5,Fairy,210,.812278004219963,-1.50971123772088,-1.88697544998325,-1.00298591017777,-1.86505648938634,-1.83333212385101,2,0
190,Togepi,9,NULL,245,-1.34165631661885,-1.81780771234569,-.283563417877842,-1.00298591017777,-.248033378314903,-1.66127711715484,2,0
191,Togetic,9,Flying,405,-.558407472677462,-1.20161476309607,.357801394964319,.219422267979167,1.18932049819304,-.973057090370173,2,0
192,Natu,11,Flying,320,-1.1458441056335,-.893518288471268,-.924928230720004,-.0861797765600662,-.966710316568876,.0592729498068294,2,0
193,Xatu,11,Flying,470,-.166783050706769,-.123277101909251,-.123222214667302,.677825334788017,-.0683641437514093,.919547983287665,2,0
194,Mareep,7,NULL,280,-.558407472677462,-1.20161476309607,-1.08526943393054,-.238980798829683,-.966710316568876,-1.14511209706634,2,0
195,Flaaffy,7,NULL,365,.0290291602785774,-.739470051158864,-.604245824298923,.219422267979167,-.427702612878396,-.801002083674006,2,0
196,Ampharos,7,NULL,510,.812278004219963,-.123277101909251,.357801394964319,1.28902942386648,.650312794502564,-.456892070281672,2,0
197,AmpharosMega Ampharos,7,Dragon,610,.812278004219963,.492915847340363,.999166207806481,2.81703964656265,1.36898973275654,-.801002083674006,2,0
198,Bellossom,1,NULL,490,.224841371263924,.0307711354031526,.6784838013854,.5250243125184,1.00965126362955,-.628947076977839,2,0
199,Marill,3,Fairy,250,.0290291602785774,-1.81780771234569,-.764587027509463,-1.61418999925623,-.787041082005382,-.973057090370173,2,0
200,Azumarill,3,Fairy,420,1.20390242619066,-.893518288471268,.197460191753779,-.391781821099299,.290974325375577,-.628947076977839,2,0
201,Sudowoodo,12,NULL,410,.0290291602785774,.646964084652766,1.31984861422756,-1.308587954717,-.248033378314903,-1.31716710376251,2,0
202,Politoed,3,NULL,500,.812278004219963,-.123277101909251,.0371189885432387,.5250243125184,1.00965126362955,.0592729498068294,2,0
203,Hoppip,1,Flying,250,-1.34165631661885,-1.35566300040848,-1.08526943393054,-1.15578693244738,-.607371847441889,-.628947076977839,2,0
